team_id,team_name,rl_ids,team_crest,team_url
veJmN7sf,Fajr Sepasi,IRAN: - Persian Gulf Pro League,,https://www.flashscore.com/team/fajr-sepasi/veJmN7sf/
xdPX7jSa,Hap. Ramat Gan,ISRAEL: - Leumit League,,https://www.flashscore.com/team/hapoel-ramat-gan/xdPX7jSa/
lOlgXWps,Kiryat Yam,ISRAEL: - Leumit League,,https://www.flashscore.com/team/kiryat-yam/lOlgXWps/
2m3GbPH2,Hapoel Hadera,ISRAEL: - Leumit League,,https://www.flashscore.com/team/h-raanana/2m3GbPH2/
29PRngvi,H. Raanana,ISRAEL: - Leumit League,,https://www.flashscore.com/team/hapoel-hadera/29PRngvi/
nNbDAhrs,Hapoel Kfar Shalem,ISRAEL: - Leumit League,,https://www.flashscore.com/team/h-ironi-rishon/nNbDAhrs/
hjn53BuM,H. Ironi Rishon,ISRAEL: - Leumit League,,https://www.flashscore.com/team/hapoel-kfar-shalem/hjn53BuM/
zsnMjzSE,Maccabi Petah Tikva,ISRAEL: - Leumit League,,https://www.flashscore.com/team/ironi-modiin/zsnMjzSE/
tzLcThTm,Ironi Modiin,ISRAEL: - Leumit League,,https://www.flashscore.com/team/maccabi-petah-tikva/tzLcThTm/
KtEMhbTp,MS Kafr Qasim,ISRAEL: - Leumit League,,https://www.flashscore.com/team/ms-kafr-qasim/KtEMhbTp/
GGEeSGq9,Nof Hagalil,ISRAEL: - Leumit League,,https://www.flashscore.com/team/nof-hagalil/GGEeSGq9/
f5YjWWjO,Sama Al Sarhan,JORDAN: - Premier League,,https://www.flashscore.com/team/al-ramtha/f5YjWWjO/
vVjVW85k,Al Ramtha,JORDAN: - Premier League,,https://www.flashscore.com/team/sama-al-sarhan/vVjVW85k/
C4TaurIK,Musanze,RWANDA: - Premier League,,https://www.flashscore.com/team/al-merreikh/C4TaurIK/
K2wpu2Oe,Al-Merreikh,RWANDA: - Premier League,,https://www.flashscore.com/team/musanze/K2wpu2Oe/
lQa4Wj7A,Police,RWANDA: - Premier League,,https://www.flashscore.com/team/police/lQa4Wj7A/
A7FS3VKA,Rayon Sport,RWANDA: - Premier League,,https://www.flashscore.com/team/rayon-sport/A7FS3VKA/
IiU3CHMA,Al Jabalain,SAUDI ARABIA: - Division 1,,https://www.flashscore.com/team/al-jabalain/IiU3CHMA/
KYVyZZDD,Al Jandal,SAUDI ARABIA: - Division 1,,https://www.flashscore.com/team/al-jandal/KYVyZZDD/
8vCT7K7l,JKT Tanzania,TANZANIA: - Ligi Kuu Bara,,https://www.flashscore.com/team/coastal-union/8vCT7K7l/
tWnWFCSs,Coastal Union,TANZANIA: - Ligi Kuu Bara,,https://www.flashscore.com/team/jkt-tanzania/tWnWFCSs/
hQ372V8j,Mtibwa Sugar,TANZANIA: - Ligi Kuu Bara,,https://www.flashscore.com/team/mashujaa/hQ372V8j/
YumRyCHF,Mashujaa,TANZANIA: - Ligi Kuu Bara,,https://www.flashscore.com/team/mtibwa-sugar/YumRyCHF/
UNMR8gOn,AS Gabes,TUNISIA: - Ligue Professionnelle 1,,https://www.flashscore.com/team/as-gabes/UNMR8gOn/
foGAiyF8,CA Bizertin,TUNISIA: - Ligue Professionnelle 1,,https://www.flashscore.com/team/ca-bizertin/foGAiyF8/
QyX50QIH,JS Kairouan,TUNISIA: - Ligue Professionnelle 1,,https://www.flashscore.com/team/etoile-sahel/QyX50QIH/
rVdSw2PP,Etoile Sahel,TUNISIA: - Ligue Professionnelle 1,,https://www.flashscore.com/team/js-kairouan/rVdSw2PP/
Kp7Wrii1,Stade Tunisien,TUNISIA: - Ligue Professionnelle 1,,https://www.flashscore.com/team/olympique-beja/Kp7Wrii1/
IVPZsB67,Olympique Beja,TUNISIA: - Ligue Professionnelle 1,,https://www.flashscore.com/team/stade-tunisien/IVPZsB67/
612q3z1G,BUL,UGANDA: - Premier League,,https://www.flashscore.com/team/bul/612q3z1G/
naKVehgj,Vipers,UGANDA: - Premier League,,https://www.flashscore.com/team/vipers/naKVehgj/
neJtB1pJ,UPDF,UGANDA: - Premier League,,https://www.flashscore.com/team/buhimba/neJtB1pJ/
CCz5vQDb,Buhimba,UGANDA: - Premier League,,https://www.flashscore.com/team/updf-fc/CCz5vQDb/
hIayizS6,A. Klagenfurt (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/a-klagenfurt/hIayizS6/
6LEbWnr1,Ilirija (Slo),WORLD: - Club Friendly,,https://www.flashscore.com/team/ilirija/6LEbWnr1/
SKigIcuN,Chelyabinsk (Rus),WORLD: - Club Friendly,,https://www.flashscore.com/team/chelyabinsk/SKigIcuN/
2Pe820zN,Kamaz (Rus),WORLD: - Club Friendly,,https://www.flashscore.com/team/kamaz/2Pe820zN/
K4YaWRyM,KFUM Oslo (Nor),WORLD: - Club Friendly,,https://www.flashscore.com/team/kfum-oslo/K4YaWRyM/
EcKec6pj,Kongsvinger (Nor),WORLD: - Club Friendly,,https://www.flashscore.com/team/kongsvinger/EcKec6pj/
xYWBZlwN,Lillestrom (Nor),WORLD: - Club Friendly,,https://www.flashscore.com/team/lillestrom/xYWBZlwN/
GS7ehkOT,Stromsgodset (Nor),WORLD: - Club Friendly,,https://www.flashscore.com/team/stromsgodset/GS7ehkOT/
lGCUZXY6,Luzino (Pol),WORLD: - Club Friendly,,https://www.flashscore.com/team/gks-wikielec/lGCUZXY6/
xloGztfG,Wikielec (Pol),WORLD: - Club Friendly,,https://www.flashscore.com/team/luzino/xloGztfG/
IwI0Uusk,Middelfart (Den),WORLD: - Club Friendly,,https://www.flashscore.com/team/jihlava/IwI0Uusk/
82ifKdK1,Jihlava (Cze),WORLD: - Club Friendly,,https://www.flashscore.com/team/middelfart/82ifKdK1/
ttw3Lxa4,Oleksandriya (Ukr),WORLD: - Club Friendly,,https://www.flashscore.com/team/dinamo-batumi/ttw3Lxa4/
nHJnN4vh,Dinamo Batumi (Geo),WORLD: - Club Friendly,,https://www.flashscore.com/team/oleksandriya/nHJnN4vh/
nmVantfF,Opava (Cze),WORLD: - Club Friendly,,https://www.flashscore.com/team/kudrivka/nmVantfF/
bBvku82c,Ostrava B (Cze),WORLD: - Club Friendly,,https://www.flashscore.com/team/dordoi-bishkek/bBvku82c/
jH9Q3eAa,Dordoi Bishkek (Kgz),WORLD: - Club Friendly,,https://www.flashscore.com/team/ostrava/jH9Q3eAa/
Kb6aUTS7,Rukh Lviv (Ukr),WORLD: - Club Friendly,,https://www.flashscore.com/team/grosuplje/Kb6aUTS7/
beCr775U,SC Poltava (Ukr),WORLD: - Club Friendly,,https://www.flashscore.com/team/bukovyna/beCr775U/
reGwCBEC,Bukovyna (Ukr),WORLD: - Club Friendly,,https://www.flashscore.com/team/sc-poltava/reGwCBEC/
ALZkiryb,SKA Khabarovsk (Rus),WORLD: - Club Friendly,,https://www.flashscore.com/team/ska-khabarovsk/ALZkiryb/
2VY0WtGa,Veles Moscow (Rus),WORLD: - Club Friendly,,https://www.flashscore.com/team/veles-moscow/2VY0WtGa/
URjnTdoK,Slavia Prague U20 (Cze),WORLD: - Club Friendly,,https://www.flashscore.com/team/dresden/URjnTdoK/
hp4sRqeH,Star Starachowice (Pol),WORLD: - Club Friendly,,https://www.flashscore.com/team/star-starachowice/hp4sRqeH/
Y7x1nyAa,Warta Sieradz (Pol),WORLD: - Club Friendly,,https://www.flashscore.com/team/warta-sieradz/Y7x1nyAa/
I7RM1rTm,Veres-Rivne (Ukr),WORLD: - Club Friendly,,https://www.flashscore.com/team/dinamo-tbilisi/I7RM1rTm/
Aahkn5KI,Dinamo Tbilisi (Geo),WORLD: - Club Friendly,,https://www.flashscore.com/team/veres-rivne/Aahkn5KI/
bJ0fiwG7,Warta Poznan (Pol),WORLD: - Club Friendly,,https://www.flashscore.com/team/elana-torun/bJ0fiwG7/
CrVUWAl8,Elana Torun (Pol),WORLD: - Club Friendly,,https://www.flashscore.com/team/warta-poznan/CrVUWAl8/
ncsQGOBL,FC Astana (Kaz),WORLD: - Club Friendly,,https://www.flashscore.com/team/zhejiang-professional/ncsQGOBL/
UgQBRKqh,Royal Vision,BURUNDI: - Primus League,,https://www.flashscore.com/team/dynamik/UgQBRKqh/
6NO5yf9m,Dynamik,BURUNDI: - Primus League,,https://www.flashscore.com/team/royal-vision/6NO5yf9m/
bRDQ07GG,Saint-Luc,DR CONGO: - Ligue 1,,https://www.flashscore.com/team/saint-luc/bRDQ07GG/
6XXWPpSs,US Panda,DR CONGO: - Ligue 1,,https://www.flashscore.com/team/us-panda/6XXWPpSs/
O6RphrWG,Al Saham Ad Damer,SUDAN: - Premier League,,https://www.flashscore.com/team/al-hilal-karima/O6RphrWG/
rBbB83Gc,Al Hilal Karima,SUDAN: - Premier League,,https://www.flashscore.com/team/al-saham-ad-damer/rBbB83Gc/
KtjY2NR0,Al Shorta,SUDAN: - Premier League,,https://www.flashscore.com/team/al-shorta/KtjY2NR0/
bVNnuaTo,Kober,SUDAN: - Premier League,,https://www.flashscore.com/team/kober/bVNnuaTo/
pQJ2UgSO,Al Wadi,SUDAN: - Premier League,,https://www.flashscore.com/team/al-merreikh-obeid/pQJ2UgSO/
tjiU33Cf,Al-Merreikh Obeid,SUDAN: - Premier League,,https://www.flashscore.com/team/hay-al-wadi/tjiU33Cf/
Ak9LWcD1,Alfalah Atbra,SUDAN: - Premier League,,https://www.flashscore.com/team/al-ahly-merowe/Ak9LWcD1/
d2wg5jc6,Al-Ahly Merowe,SUDAN: - Premier League,,https://www.flashscore.com/team/alfalah-atbra/d2wg5jc6/
E9OaQcaE,Madani,SUDAN: - Premier League,,https://www.flashscore.com/team/madani/E9OaQcaE/
ABf8Ftqg,Al Bataeh,UNITED ARAB EMIRATES: - UAE League,,https://www.flashscore.com/team/al-bataeh/ABf8Ftqg/
WnyRy5t6,Al Dhafra,UNITED ARAB EMIRATES: - UAE League,,https://www.flashscore.com/team/al-dhafra/WnyRy5t6/
I1Vk6k3R,Werder Bremen II (Ger),WORLD: - Club Friendly,,https://www.flashscore.com/team/phonix-lubeck/I1Vk6k3R/
YcGCGPTQ,Phonix Lubeck (Ger),WORLD: - Club Friendly,,https://www.flashscore.com/team/werder-bremen/YcGCGPTQ/
Sfvtd3kO,Ahli Khartoum,SUDAN: - Premier League,,https://www.flashscore.com/team/ahli-khartoum/Sfvtd3kO/
bX61hR4j,Merikh Kosti,SUDAN: - Premier League,,https://www.flashscore.com/team/merikh-kosti/bX61hR4j/
fiFDnyrg,Umm Mughad,SUDAN: - Premier League,,https://www.flashscore.com/team/umm-mughad/fiFDnyrg/
0MHmoCY0,Al Shabab,SAUDI ARABIA: - Saudi Professional League,,https://www.flashscore.com/team/al-ahli-sc/0MHmoCY0/
Gzqmz0ya,Al Ahli SC,SAUDI ARABIA: - Saudi Professional League,,https://www.flashscore.com/team/al-shabab/Gzqmz0ya/
Aobolc96,El Bayadh,ALGERIA: - Ligue 1,,https://www.flashscore.com/team/aso-chlef/Aobolc96/
S6H5xCS1,ASO Chlef,ALGERIA: - Ligue 1,,https://www.flashscore.com/team/el-bayadh/S6H5xCS1/
0nBNQR0n,Safa,LEBANON: - Premier League,,https://www.flashscore.com/team/al-ansar/0nBNQR0n/
hEFSbYf4,Al Ansar,LEBANON: - Premier League,,https://www.flashscore.com/team/safa/hEFSbYf4/
WpwUHfZ0,Boluspor,TURKEY: - 1. Lig,,https://www.flashscore.com/team/boluspor/WpwUHfZ0/
ENFkH8NH,Hatayspor,TURKEY: - 1. Lig,,https://www.flashscore.com/team/hatayspor/ENFkH8NH/
A5SfD59o,Turkey U19,WORLD: - Friendly International,,https://www.flashscore.com/team/latvia/A5SfD59o/
AFBITJMF,Latvia U19,WORLD: - Friendly International,,https://www.flashscore.com/team/turkey/AFBITJMF/
Yk4H6LHn,Amstetten (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/admira/Yk4H6LHn/
YHWHwmRf,Admira (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/amstetten/YHWHwmRf/
nym30tD6,FK Liepaja (Lat),WORLD: - Club Friendly,,https://www.flashscore.com/team/fk-liepaja/nym30tD6/
xAfs9rq1,Orebro (Swe),WORLD: - Club Friendly,,https://www.flashscore.com/team/orebro/xAfs9rq1/
C2dM0UAp,Tobol (Kaz),WORLD: - Club Friendly,,https://www.flashscore.com/team/tobol/C2dM0UAp/
G4t5rQ29,Rustavi (Geo),WORLD: - Club Friendly,,https://www.flashscore.com/team/fc-rustavi/G4t5rQ29/
YPU3LPlp,Varnamo (Swe),WORLD: - Club Friendly,,https://www.flashscore.com/team/landskrona/YPU3LPlp/
djzjJdOb,Landskrona (Swe),WORLD: - Club Friendly,,https://www.flashscore.com/team/varnamo/djzjJdOb/
YNmI8NfH,Al Karkh,IRAQ: - Stars League,,https://www.flashscore.com/team/al-karkh/YNmI8NfH/
lOZsM6M4,Al Talaba,IRAQ: - Stars League,,https://www.flashscore.com/team/al-talaba/lOZsM6M4/
QoCjN5eh,Duhok,IRAQ: - Stars League,,https://www.flashscore.com/team/al-mosul/QoCjN5eh/
bBCXxS6o,Al Mosul,IRAQ: - Stars League,,https://www.flashscore.com/team/duhok/bBCXxS6o/
ARLVy9iA,Neftekhimik (Rus),WORLD: - Club Friendly,,https://www.flashscore.com/team/dynamo-petersburg/ARLVy9iA/
j5JKOfug,Saint Louis,SEYCHELLES: - Premier League,,https://www.flashscore.com/team/anse-reunion/j5JKOfug/
OjFGAutG,Anse Reunion,SEYCHELLES: - Premier League,,https://www.flashscore.com/team/saint-louis/OjFGAutG/
drFINprF,Eleven Wonders,GHANA: - Premier League,,https://www.flashscore.com/team/eleven-wonders/drFINprF/
Ag999amg,Vision,GHANA: - Premier League,,https://www.flashscore.com/team/vision/Ag999amg/
QBbt6ivB,Brann (Nor),WORLD: - Club Friendly,,https://www.flashscore.com/team/brann/QBbt6ivB/
6mNsUS0p,Odd (Nor),WORLD: - Club Friendly,,https://www.flashscore.com/team/odds-bk/6mNsUS0p/
QeqBIlht,SV Oberwart (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/ask-voitsberg/QeqBIlht/
ITnv2iQC,Admira (Am) (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/sv-oberwart/ITnv2iQC/
Q9bvX5Vr,ADVSA,GHANA: - Division One League,,https://www.flashscore.com/team/attram-de-visser/Q9bvX5Vr/
veBFB0KU,Golden Warriors,GHANA: - Division One League,,https://www.flashscore.com/team/golden-warriors/veBFB0KU/
hWhJHsyB,King Faisal,GHANA: - Division One League,,https://www.flashscore.com/team/king-faisal/hWhJHsyB/
G2VEKvkP,Rospak,GHANA: - Division One League,,https://www.flashscore.com/team/rospak/G2VEKvkP/
WxR80LA0,Portugal U18,WORLD: - Friendly International,,https://www.flashscore.com/team/austria/WxR80LA0/
xGOoeCMa,Austria U18,WORLD: - Friendly International,,https://www.flashscore.com/team/portugal/xGOoeCMa/
ncrXAWGn,Al Hilal,SAUDI ARABIA: - Saudi Professional League,,https://www.flashscore.com/team/al-ettifaq-fc/ncrXAWGn/
hxxcePl9,Al Ettifaq,SAUDI ARABIA: - Saudi Professional League,,https://www.flashscore.com/team/al-hilal/hxxcePl9/
88xeVj6U,Al Wehdat,JORDAN: - Premier League,,https://www.flashscore.com/team/al-jazeera-amman/88xeVj6U/
dGsh4eOj,Al Jazeera Amman,JORDAN: - Premier League,,https://www.flashscore.com/team/al-wehdat/dGsh4eOj/
xO9cNjg4,Lyn (Nor),WORLD: - Club Friendly,,https://www.flashscore.com/team/lyn/xO9cNjg4/
CUoNY9xc,Start (Nor),WORLD: - Club Friendly,,https://www.flashscore.com/team/start/CUoNY9xc/
8f20POYF,Al Raed,SAUDI ARABIA: - Division 1,,https://www.flashscore.com/team/al-arabi-saudi-arabia/8f20POYF/
WfHC8geK,Al Arabi,SAUDI ARABIA: - Division 1,,https://www.flashscore.com/team/al-raed/WfHC8geK/
xp9SXWBG,Spartak Varna,BULGARIA: - efbet League,,https://www.flashscore.com/team/lok-sofia/xp9SXWBG/
zof0uk4j,Lok. Sofia,BULGARIA: - efbet League,,https://www.flashscore.com/team/spartak-varna/zof0uk4j/
nBionu2l,Constantine,ALGERIA: - Ligue 1,,https://www.flashscore.com/team/constantine/nBionu2l/
EDgC6qYp,ES Setif,ALGERIA: - Ligue 1,,https://www.flashscore.com/team/es-setif/EDgC6qYp/
A91mzOvH,Brikama U.,GAMBIA: - GFA League,,https://www.flashscore.com/team/brikama-united/A91mzOvH/
4bh0n8Xm,Steve Biko,GAMBIA: - GFA League,,https://www.flashscore.com/team/steve-biko/4bh0n8Xm/
KEK2YAxH,BST Galaxy,GAMBIA: - GFA League,,https://www.flashscore.com/team/bst-galaxy/KEK2YAxH/
lMBlBzxF,Fortune,GAMBIA: - GFA League,,https://www.flashscore.com/team/fortune/lMBlBzxF/
djCMPcxA,Hart Academy,GAMBIA: - GFA League,,https://www.flashscore.com/team/hart-academy/djCMPcxA/
joFSswvJ,Medina United,GAMBIA: - GFA League,,https://www.flashscore.com/team/medina-united/joFSswvJ/
CMfpwOyI,Team Rhino,GAMBIA: - GFA League,,https://www.flashscore.com/team/hawks/CMfpwOyI/
WdG1ZDao,Hawks,GAMBIA: - GFA League,,https://www.flashscore.com/team/team-rhino/WdG1ZDao/
bij7d3qi,Loznica,SERBIA: - Mozzart Bet Prva Liga,,https://www.flashscore.com/team/loznica/bij7d3qi/
CzoABfnj,Trayal Krusevac,SERBIA: - Mozzart Bet Prva Liga,,https://www.flashscore.com/team/trayal-krusevac/CzoABfnj/
WUREBBlh,Al Jazira,UNITED ARAB EMIRATES: - UAE League,,https://www.flashscore.com/team/al-jazira/WUREBBlh/
CxR74upk,Ittihad Kalba,UNITED ARAB EMIRATES: - UAE League,,https://www.flashscore.com/team/ittihad-kalba/CxR74upk/
CrO7xXpJ,Orenburg (Rus),WORLD: - Club Friendly,,https://www.flashscore.com/team/kairat-almaty/CrO7xXpJ/
8KA7Qw1U,St. Polten (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/st-polten/8KA7Qw1U/
Ac5V8ZVI,Taborsko (Cze),WORLD: - Club Friendly,,https://www.flashscore.com/team/taborsko/Ac5V8ZVI/
8taqeU4D,Zaglebie Sosnowiec (Pol),WORLD: - Club Friendly,,https://www.flashscore.com/team/starowice-dolne/8taqeU4D/
043sUkrq,Starowice Dolne (Pol),WORLD: - Club Friendly,,https://www.flashscore.com/team/zaglebie-sosnowiec/043sUkrq/
dteTR5up,Neom SC W,SAUDI ARABIA: - Premier League Women,,https://www.flashscore.com/team/al-hilal/dteTR5up/
vF1ACZMr,Al Hilal W,SAUDI ARABIA: - Premier League Women,,https://www.flashscore.com/team/neom-sc/vF1ACZMr/
b7bjjKBj,Al-Merreikh II,SUDAN: - Premier League,,https://www.flashscore.com/team/al-merreikh/b7bjjKBj/
hGxu3kzH,Alamal Atbara,SUDAN: - Premier League,,https://www.flashscore.com/team/amal-atbara/hGxu3kzH/
jwsNul5m,Germany U17,WORLD: - Friendly International,,https://www.flashscore.com/team/finland/jwsNul5m/
Ovg4vnk6,Finland U17,WORLD: - Friendly International,,https://www.flashscore.com/team/germany/Ovg4vnk6/
COk4QLWS,Ports Authority,SIERRA LEONE: - Premier League,,https://www.flashscore.com/team/ports-authority/COk4QLWS/
tdXcucn2,Star Sport Academy,SIERRA LEONE: - Premier League,,https://www.flashscore.com/team/star-sport-academy/tdXcucn2/
Ecy3FIOl,Medeama,GHANA: - Premier League,,https://www.flashscore.com/team/aduana-stars/Ecy3FIOl/
jsa2ySLq,Aduana,GHANA: - Premier League,,https://www.flashscore.com/team/medeama/jsa2ySLq/
CWwBJ6PA,Slaven Belupo,CROATIA: - HNL,,https://www.flashscore.com/team/lok-zagreb/CWwBJ6PA/
ENJqToLP,Lok. Zagreb,CROATIA: - HNL,,https://www.flashscore.com/team/slaven-belupo/ENJqToLP/
pUKZmzYd,Anorthosis,CYPRUS: - Cyprus League,,https://www.flashscore.com/team/anorthosis/pUKZmzYd/
fw137af7,Krasava,CYPRUS: - Cyprus League,,https://www.flashscore.com/team/krasava/fw137af7/
dWCMOmPr,Ayia Napa,CYPRUS: - Division 2 - Championship Group,,https://www.flashscore.com/team/ayia-napa/dWCMOmPr/
jcbJ6Sv2,Nea Salamis,CYPRUS: - Division 2 - Championship Group,,https://www.flashscore.com/team/nea-salamis/jcbJ6Sv2/
GhcnTTGR,Karmiotissa,CYPRUS: - Division 2 - Championship Group,,https://www.flashscore.com/team/asil-lysi/GhcnTTGR/
rgI3oA08,ASIL Lysi,CYPRUS: - Division 2 - Championship Group,,https://www.flashscore.com/team/karmiotissa/rgI3oA08/
j3OAwu2L,H. Akko,ISRAEL: - Leumit League,,https://www.flashscore.com/team/hapoel-afula/j3OAwu2L/
fucQuOnS,Hapoel Afula,ISRAEL: - Leumit League,,https://www.flashscore.com/team/hapoel-akko/fucQuOnS/
Ek2mHf3t,Skeid,NORWAY: - OBOS Supercup,,https://www.flashscore.com/team/lokomotiv-oslo/Ek2mHf3t/
nizhYm79,Lokomotiv Oslo,NORWAY: - OBOS Supercup,,https://www.flashscore.com/team/skeid/nizhYm79/
pp78XcbA,Radomiak Radom,POLAND: - Ekstraklasa,,https://www.flashscore.com/team/korona-kielce/pp78XcbA/
zD5nYhAT,Korona Kielce,POLAND: - Ekstraklasa,,https://www.flashscore.com/team/radomiak-radom/zD5nYhAT/
ImAVQStr,Leczna,POLAND: - Division 1,,https://www.flashscore.com/team/leczna/ImAVQStr/
pxXiDZkQ,Stal Mielec,POLAND: - Division 1,,https://www.flashscore.com/team/stal-mielec/pxXiDZkQ/
GAtxDHF9,Antalyaspor,TURKEY: - Super Lig,,https://www.flashscore.com/team/antalyaspor/GAtxDHF9/
pSc6z7bf,Samsunspor,TURKEY: - Super Lig,,https://www.flashscore.com/team/samsunspor/pSc6z7bf/
276zKCgt,Galatasaray,TURKEY: - Super Lig,,https://www.flashscore.com/team/eyupspor/276zKCgt/
riaqqurF,Eyupspor,TURKEY: - Super Lig,,https://www.flashscore.com/team/galatasaray/riaqqurF/
0vne21BK,Corum,TURKEY: - 1. Lig,,https://www.flashscore.com/team/corum-fk/0vne21BK/
bwbQIDxd,Istanbulspor AS,TURKEY: - 1. Lig,,https://www.flashscore.com/team/istanbulspor-as/bwbQIDxd/
rPvKSntq,Erokspor,TURKEY: - 1. Lig,,https://www.flashscore.com/team/erokspor/rPvKSntq/
K0zmTxp3,Manisa FK,TURKEY: - 1. Lig,,https://www.flashscore.com/team/manisa-fk/K0zmTxp3/
fwjo7kpb,NEC FC,UGANDA: - Premier League,,https://www.flashscore.com/team/kampala-city/fwjo7kpb/
vXYNKJKR,Kampala City,UGANDA: - Premier League,,https://www.flashscore.com/team/nec-fc/vXYNKJKR/
C4FBQHlQ,Austria Vienna (Am) (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/austria-vienna/C4FBQHlQ/
bN6XkdBC,Parndorf (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/parndorf/bN6XkdBC/
UkY3jTAT,Bregenz (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/lauterach/UkY3jTAT/
fmD86L0H,Lauterach (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/sw-bregenz/fmD86L0H/
EgGvAeF5,Deutschlandsberger (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/deutschlandsberger-wonisch/EgGvAeF5/
tfqqULaR,SV Wildon (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/sv-wildon/tfqqULaR/
KSuTsnND,Dietach (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/dietach/KSuTsnND/
0Ul6rrek,St. Peter in der Au (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/st-peter-in-der-au/0Ul6rrek/
ryDDCi7L,SV Donau (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/sv-donau/ryDDCi7L/
fe4cmFPA,Hertha Wels (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/asko-oedt/fe4cmFPA/
6i1ocvXH,Oedt (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/hogo-hertha-wels/6i1ocvXH/
rV9DPZ7r,Holbaek (Den),WORLD: - Club Friendly,,https://www.flashscore.com/team/holbaek/rV9DPZ7r/
n79Pelpt,Ishoj (Den),WORLD: - Club Friendly,,https://www.flashscore.com/team/ishoj-if/n79Pelpt/
nuvpzvTD,Lohne (Ger),WORLD: - Club Friendly,,https://www.flashscore.com/team/lohne/nuvpzvTD/
bqwYyoEn,Bersenbruck (Ger),WORLD: - Club Friendly,,https://www.flashscore.com/team/tus-bersenbruck/bqwYyoEn/
pGVeitQs,Naesby (Den),WORLD: - Club Friendly,,https://www.flashscore.com/team/gorslev-if/pGVeitQs/
OvaG3nSp,Gorslev (Den),WORLD: - Club Friendly,,https://www.flashscore.com/team/naesby/OvaG3nSp/
Yuu4T0aG,SK Rapid II (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/rapid-vienna/Yuu4T0aG/
6P4OYeNd,Traiskirchen (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/traiskirchen/6P4OYeNd/
6JeJJlar,Tillmitsch (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/sc-kalsdorf/6JeJJlar/
OGaqvtOn,Kalsdorf (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/tillmitsch/OGaqvtOn/
nRcAZFl1,TWL Elektra (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/lask-linz/nRcAZFl1/
YgFBeHiO,LASK (Am) (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/twl-elektra/YgFBeHiO/
lzqk4S68,Viking (Nor),WORLD: - Club Friendly,,https://www.flashscore.com/team/aik/lzqk4S68/
bXAgOWwb,AIK (Swe),WORLD: - Club Friendly,,https://www.flashscore.com/team/viking/bXAgOWwb/
IDoG4doP,Wallern/St Marienkirchen (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/mondsee/IDoG4doP/
ITcmZfjj,Mondsee (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/wallern-st-marienkirchen/ITcmZfjj/
llEOOOo8,Pachern (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/pachern/llEOOOo8/
2ag1kEDl,SC Weiz (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/sc-weiz/2ag1kEDl/
ne1oL3y7,Dusseldorf,GERMANY: - 2. Bundesliga,,https://www.flashscore.com/team/dusseldorf/ne1oL3y7/
zedZaSL7,Preussen Munster,GERMANY: - 2. Bundesliga,,https://www.flashscore.com/team/preussen-munster/zedZaSL7/
EB3q7jbk,Nurnberg,GERMANY: - 2. Bundesliga,,https://www.flashscore.com/team/karlsruher/EB3q7jbk/
6FDqshzF,Karlsruher SC,GERMANY: - 2. Bundesliga,,https://www.flashscore.com/team/nurnberg/6FDqshzF/
hjuyw2Kb,Bayer Leverkusen W,GERMANY: - Bundesliga Women,,https://www.flashscore.com/team/bayer-leverkusen/hjuyw2Kb/
OAHe2v6S,Koln W,GERMANY: - Bundesliga Women,,https://www.flashscore.com/team/koln/OAHe2v6S/
vNKKFgsl,Gzira,MALTA: - Premier League - Second stage - Main,,https://www.flashscore.com/team/gzira/vNKKFgsl/
WMTGoox8,Valletta,MALTA: - Premier League - Second stage - Main,,https://www.flashscore.com/team/valletta/WMTGoox8/
Meknfpi2,Al Ittihad,SAUDI ARABIA: - Saudi Professional League,,https://www.flashscore.com/team/al-fayha/Meknfpi2/
QmsyAjWh,Al Fayha,SAUDI ARABIA: - Saudi Professional League,,https://www.flashscore.com/team/al-ittihad/QmsyAjWh/
